account_type,media_type,content_category,traffic_source,follower_count,hashtags_count,caption_length,has_cta,is_weekend,post_hour,likes,comments,shares,saves,normalized_engagement,is_viral
brand,image,music,reels feed,4542,2,108,0,0,3,100,4,3,10,0.0301629238221048,0
creator,carousel,technology,hashtags,22291,15,124,1,0,22,589,17,29,89,0.039836705396796915,0
creator,image,fashion,external,15923,9,116,0,0,13,28,0,0,5,0.0023864849588645354,0
creator,image,food,explore,15986,9,119,0,0,18,13,0,1,1,0.0011259852370824471,0
brand,image,travel,home feed,9461,5,106,0,0,8,107,5,5,20,0.018179896416869252,0
creator,image,comedy,explore,6916,8,116,1,0,12,84,2,5,13,0.0186524002313476,0
creator,carousel,photography,profile,9044,6,103,0,0,11,70,3,3,14,0.012494471472799647,0
creator,image,lifestyle,home feed,9696,3,122,0,0,1,79,3,8,16,0.014542079207920793,0
brand,reel,photography,explore,3551,5,108,0,0,5,171,10,16,26,0.08194874683187835,0
brand,reel,food,profile,4542,3,122,0,0,20,791,21,32,121,0.257815940114487,1
creator,image,beauty,hashtags,10018,9,112,1,0,19,24,3,1,8,0.0048911958474745455,0
brand,carousel,beauty,hashtags,7486,9,136,0,0,17,462,10,20,71,0.09137055837563451,0
brand,image,travel,hashtags,5824,7,116,1,0,8,231,10,16,39,0.06473214285714286,0
brand,image,lifestyle,reels feed,3551,7,130,0,0,14,593,17,37,0,0.207828780625176,1
brand,carousel,technology,profile,4972,9,112,0,0,20,302,7,11,47,0.08909895414320193,0
creator,carousel,travel,hashtags,5824,5,112,1,0,0,108,2,7,16,0.028331043956043956,0
brand,image,photography,home feed,31095,4,120,1,0,20,325,9,11,45,0.014986332207750442,0
creator,image,travel,explore,9461,6,142,0,0,6,261,8,15,39,0.04227882887644012,0
creator,image,photography,reels feed,15986,10,123,0,0,2,225,2,12,28,0.02008007006130364,0
creator,image,fashion,hashtags,3083,5,117,0,0,22,73,0,3,8,0.03178722024002595,0
creator,reel,beauty,profile,9696,16,156,0,0,21,308,15,20,43,0.04991749174917492,0
creator,carousel,fashion,home feed,3083,10,129,0,0,6,679,15,24,108,0.32338631203373336,1
brand,image,comedy,home feed,13798,4,117,0,0,12,403,7,0,54,0.038048992607624295,0
creator,reel,lifestyle,hashtags,3447,4,121,1,0,8,267,8,12,47,0.11981433130258196,0
creator,reel,technology,reels feed,8167,6,125,1,0,1,66,1,2,11,0.011754622260315905,0
creator,carousel,photography,external,22291,4,129,1,0,11,62,4,4,14,0.004934727019873492,0
creator,image,technology,home feed,22291,4,124,0,0,1,436,11,26,61,0.029518639809788704,0
brand,carousel,photography,home feed,3447,8,116,0,0,12,105,3,5,17,0.04641717435451117,0
creator,carousel,food,profile,15923,7,122,0,0,0,208,9,14,29,0.02047352885762733,0
creator,image,travel,external,31095,7,127,0,0,17,204,8,5,30,0.00948705579675189,0
brand,carousel,comedy,home feed,4542,9,117,0,0,2,324,7,17,59,0.11162483487450463,0
creator,image,beauty,home feed,10034,8,123,0,0,6,380,14,26,54,0.05919872433725334,0
brand,carousel,photography,explore,8167,11,111,0,0,2,376,10,11,46,0.06379331455858944,0
creator,reel,technology,explore,9044,11,119,0,0,14,985,18,43,153,0.1609907120743034,1
brand,carousel,comedy,home feed,10739,7,132,0,0,11,52,0,1,8,0.006611416332991899,0
creator,image,fitness,hashtags,9461,9,104,0,0,10,297,10,23,39,0.049043441496670545,0
brand,reel,fitness,hashtags,15986,10,122,1,0,12,111,3,3,19,0.010258976604528963,0
creator,image,fashion,reels feed,13798,10,131,0,0,23,23,1,3,0,0.002464125235541383,0
creator,image,beauty,home feed,13798,10,120,1,0,2,381,9,20,52,0.040803014929699954,0
brand,image,food,reels feed,10739,12,113,0,0,17,153,5,8,29,0.022814042275817115,0
creator,reel,technology,reels feed,3551,4,132,1,0,14,119,0,1,24,0.04787383835539285,0
brand,carousel,travel,home feed,4972,6,116,0,0,9,101,3,7,14,0.031375703942075624,0
brand,image,travel,home feed,10034,6,128,0,0,19,685,27,27,115,0.10464420968706398,0
creator,carousel,technology,profile,5824,6,131,0,0,3,188,5,6,33,0.04842032967032967,0
creator,reel,lifestyle,profile,31095,11,112,0,0,4,246,8,14,30,0.011706062067856569,0
brand,carousel,food,profile,8167,8,127,1,0,11,223,9,8,30,0.039794294110444474,0
brand,reel,comedy,hashtags,10018,5,115,0,0,20,298,0,8,53,0.04272309842283889,0
creator,reel,photography,profile,15986,12,138,1,0,18,131,3,4,26,0.012573501814087326,0
creator,image,lifestyle,external,31095,6,110,1,0,15,209,10,12,29,0.010387522109663934,0
creator,carousel,photography,home feed,9696,7,124,0,0,16,119,6,9,23,0.02103960396039604,0
creator,reel,photography,hashtags,5824,5,117,0,0,7,1582,46,83,267,0.421875,1
creator,carousel,lifestyle,hashtags,7486,10,116,0,0,1,35,1,3,7,0.008014961261020572,0
brand,carousel,fashion,explore,4542,6,92,0,0,15,71,1,5,12,0.024658740642888595,0
brand,carousel,fitness,hashtags,3447,6,153,0,0,14,672,20,22,92,0.2790832608064984,1
brand,carousel,photography,home feed,15923,11,125,0,0,10,423,14,13,0,0.03077309552220059,0
creator,image,lifestyle,profile,3447,6,147,1,0,4,758,23,42,123,0.3411662315056571,1
creator,image,lifestyle,external,10739,5,129,1,0,1,277,2,18,38,0.038271719899431976,0
brand,image,music,hashtags,6916,7,131,0,0,21,321,13,24,47,0.07417582417582418,0
brand,carousel,fashion,external,13798,6,134,1,0,6,614,18,38,82,0.06725612407595304,0
creator,image,beauty,hashtags,9461,9,120,0,0,6,122,3,5,21,0.019553958355353555,0
creator,image,music,profile,9461,6,105,0,0,0,226,11,7,35,0.03583130747278301,0
creator,reel,music,external,8167,7,110,0,0,16,184,7,17,26,0.03685563854536549,0
creator,reel,technology,external,22291,4,126,0,0,23,278,9,15,36,0.018527656901888654,0
creator,reel,fitness,hashtags,9696,9,146,0,0,15,440,16,27,54,0.06817244224422442,0
creator,carousel,lifestyle,reels feed,15986,8,122,1,0,16,193,5,7,36,0.01851620167646691,0
creator,image,fitness,reels feed,5824,5,136,1,0,10,321,6,22,38,0.08155906593406594,0
brand,carousel,food,reels feed,9461,13,94,0,0,13,307,10,20,45,0.050417503435154845,0
creator,image,technology,profile,9696,8,121,0,0,12,76,5,2,10,0.01155115511551155,0
creator,image,beauty,reels feed,3551,7,115,0,0,2,432,16,20,62,0.18248380737820333,1
brand,reel,fitness,explore,10739,7,119,1,0,19,279,0,8,38,0.03529192662259056,0
creator,image,travel,external,10018,13,102,1,0,7,334,8,15,56,0.050608903972848875,0
brand,carousel,photography,explore,13798,8,134,0,0,11,171,7,11,20,0.01869836208146108,0
brand,image,food,reels feed,9696,5,131,1,0,10,249,8,15,44,0.041047854785478545,0
brand,image,fashion,profile,3447,9,122,0,0,11,64,3,0,12,0.027270089933275312,0
creator,image,beauty,profile,10739,7,120,0,0,14,75,2,5,12,0.010987987708352734,0
creator,image,food,hashtags,3083,4,120,0,0,20,526,18,31,58,0.25008108984755106,1
creator,image,photography,hashtags,10739,8,136,0,0,3,357,13,12,45,0.04739733680975882,0
brand,image,technology,external,8167,6,122,0,0,9,374,13,24,64,0.07346638912697441,0
creator,carousel,photography,hashtags,15923,9,110,0,0,15,322,15,14,46,0.03052188657916222,0
creator,reel,music,explore,3083,9,99,0,0,8,208,11,18,34,0.11417450535192994,0
creator,image,photography,home feed,31095,8,112,1,0,16,339,13,15,51,0.016465669721820227,0
creator,image,music,home feed,10739,5,152,0,0,21,164,7,10,16,0.022348449576310644,0
brand,image,technology,hashtags,13798,8,112,0,0,12,67,3,1,11,0.007102478620089868,0
creator,carousel,comedy,profile,9696,9,134,1,0,7,43,1,2,6,0.006497524752475247,0
creator,reel,music,hashtags,9696,5,118,0,0,22,48,2,6,7,0.008663366336633664,0
creator,image,fashion,external,3551,7,122,0,0,7,138,5,3,16,0.053224443818642636,0
brand,image,photography,hashtags,4972,8,126,0,0,2,91,1,7,7,0.02574416733708769,0
brand,reel,photography,external,9461,7,123,1,0,20,323,0,5,51,0.046506711764084135,0
creator,image,fashion,hashtags,10739,6,140,1,0,12,38,1,2,7,0.005587112394077661,0
creator,carousel,travel,reels feed,4542,6,125,0,0,16,520,14,33,60,0.16886833993835315,1
creator,carousel,lifestyle,hashtags,10739,8,113,1,0,15,106,2,9,15,0.015550796163516156,0
creator,carousel,comedy,explore,4972,8,128,1,0,23,689,23,48,108,0.22023330651649237,1
creator,carousel,beauty,hashtags,22291,7,112,1,0,1,442,17,25,74,0.03135794715355973,0
creator,image,music,home feed,31095,9,116,0,0,9,378,13,22,64,0.01923138768290722,0
brand,reel,fashion,reels feed,4542,7,127,0,0,2,166,0,15,0,0.04645530603258476,0
brand,carousel,technology,profile,3447,12,122,0,0,1,452,9,17,86,0.2010443864229765,1
creator,image,music,explore,9461,9,128,0,0,0,73,3,7,10,0.012683648662932036,0
creator,carousel,lifestyle,home feed,10739,8,138,1,0,1,64,3,2,10,0.008939379830524258,0
creator,image,technology,home feed,5824,9,130,0,0,1,418,14,23,60,0.10903159340659341,0
creator,image,food,profile,4972,3,118,0,0,5,275,7,15,33,0.08045052292839903,0
creator,image,photography,reels feed,9696,5,109,1,0,13,365,11,23,62,0.05981848184818482,0
brand,image,food,profile,9696,10,90,0,0,19,296,6,13,39,0.04383250825082508,0
creator,carousel,music,explore,22291,7,110,1,0,9,51,0,2,10,0.003454308913911444,0
brand,carousel,lifestyle,external,15923,7,126,0,0,19,344,12,23,55,0.034352822960497395,0
creator,carousel,comedy,hashtags,31095,8,114,1,0,0,108,1,7,21,0.005563595433349413,0
brand,image,music,reels feed,13798,7,110,0,0,12,184,3,6,31,0.019568053341063922,0
creator,image,fashion,home feed,7486,9,117,1,0,15,109,4,8,20,0.02417846647074539,0
brand,image,fitness,reels feed,10018,12,130,0,0,1,301,14,16,47,0.04701537232980635,0
creator,image,music,home feed,9461,10,138,0,0,13,191,4,7,32,0.030017968502272487,0
brand,carousel,photography,home feed,9461,8,105,0,0,18,227,0,13,38,0.036148398689356306,0
creator,carousel,photography,reels feed,3447,9,108,0,0,11,464,12,28,0,0.16594139831737742,1
creator,image,music,hashtags,9044,6,111,0,0,15,476,8,23,68,0.07706766917293233,0
creator,carousel,technology,profile,10739,9,99,1,0,8,88,4,5,17,0.01350218828568768,0
creator,carousel,fitness,profile,13798,5,109,0,0,10,401,9,20,73,0.045296419770981304,0
creator,image,fashion,explore,10018,5,113,1,0,20,382,9,17,50,0.05500099820323418,0
creator,reel,music,hashtags,9461,8,127,0,0,11,133,3,5,12,0.018814078850015854,0
creator,image,technology,explore,9461,8,136,1,0,3,254,9,16,54,0.04523834689779093,0
brand,carousel,photography,home feed,15986,10,116,1,0,18,43,2,3,10,0.0047541598899036655,0
creator,reel,photography,home feed,4542,8,139,0,0,9,78,0,2,12,0.023778071334214,0
brand,image,lifestyle,explore,9044,12,119,1,0,14,190,5,14,38,0.035161432994250334,0
creator,image,music,home feed,13798,7,105,0,0,16,303,10,16,47,0.03370053630961009,0
creator,carousel,fitness,profile,5824,11,105,1,0,11,249,6,27,39,0.07211538461538461,0
creator,carousel,travel,hashtags,13798,6,119,0,0,0,155,4,3,28,0.01652413393245398,0
creator,image,fitness,hashtags,3083,8,117,0,0,15,549,21,27,78,0.2685695750891988,1
creator,image,photography,explore,22291,4,121,0,0,7,890,21,51,131,0.06042797541608721,0
creator,image,photography,home feed,3447,3,119,1,0,18,178,11,0,22,0.07078619089062953,0
creator,carousel,food,reels feed,7486,15,122,1,0,8,147,6,8,16,0.028720277851990383,0
brand,reel,photography,hashtags,10018,9,104,0,0,23,584,0,30,63,0.0798562587342783,0
creator,reel,fashion,profile,15923,12,114,0,0,10,44,3,1,8,0.00433335426741192,0
brand,reel,beauty,profile,15986,10,118,1,0,16,71,3,5,12,0.007256349305642437,0
brand,image,music,reels feed,4542,7,107,0,0,21,358,13,6,51,0.11096433289299867,0
creator,carousel,fitness,profile,22291,9,117,0,0,8,1334,45,0,216,0.08326230317168364,0
brand,reel,beauty,profile,3447,9,122,0,0,19,253,11,12,47,0.1174934725848564,0
creator,reel,technology,explore,6916,14,115,1,0,10,350,8,15,55,0.07533256217466744,0
brand,image,travel,home feed,3551,4,112,0,0,8,147,3,4,20,0.05773021684032667,0
creator,image,fashion,home feed,4972,3,116,1,0,1,583,25,35,84,0.18222043443282382,1
creator,image,fitness,hashtags,7486,12,102,0,0,8,37,1,0,4,0.006278386321132781,0
creator,image,beauty,reels feed,5824,10,105,1,0,10,453,18,21,79,0.12190934065934066,0
brand,reel,travel,profile,9044,8,115,0,0,0,33,0,1,2,0.004422821760283061,0
brand,carousel,food,explore,4972,9,117,0,0,19,71,2,3,11,0.021319388576025743,0
creator,carousel,fashion,external,4972,9,134,0,0,4,825,23,34,107,0.23873692679002415,1
creator,reel,fashion,home feed,4542,9,127,0,0,17,827,26,33,126,0.27080581241743723,1
brand,reel,food,home feed,10739,6,113,1,0,21,115,4,6,19,0.01666821864233169,0
brand,image,music,hashtags,6916,9,124,0,0,7,438,16,24,68,0.09803354540196646,0
creator,image,food,explore,10018,7,116,0,0,17,120,5,6,19,0.018566580155719704,0
creator,image,fashion,explore,15923,8,108,0,0,8,311,14,15,38,0.0288890284494128,0
brand,reel,fashion,profile,10018,5,123,0,0,1,140,5,5,14,0.01926532241964464,0
brand,image,beauty,home feed,9696,8,118,1,0,16,147,2,9,29,0.02433993399339934,0
creator,image,photography,external,4972,7,117,1,0,10,1419,41,67,210,0.4267900241351569,1
brand,carousel,travel,external,7486,11,125,1,0,13,713,26,31,102,0.14186481432006412,1
creator,carousel,food,reels feed,15923,4,122,1,0,5,90,2,5,15,0.008729510770583433,0
brand,reel,travel,home feed,3551,5,138,0,0,4,0,5,9,29,0.026753027316248942,0
creator,image,food,home feed,10739,13,121,0,0,11,172,2,10,24,0.023652109134928764,0
creator,carousel,technology,reels feed,13798,2,132,0,0,11,425,12,18,54,0.04428177996811132,0
brand,reel,fashion,external,15923,8,117,0,0,9,168,8,7,24,0.01588896564717704,0
creator,reel,photography,profile,5824,5,119,0,0,2,209,7,0,29,0.048248626373626376,0
brand,image,beauty,home feed,10018,7,127,1,0,18,422,14,27,50,0.06298662407666202,0
creator,reel,photography,profile,6916,8,114,1,0,23,134,4,12,21,0.031810294968189705,0
brand,reel,photography,home feed,15923,11,128,0,0,19,100,3,5,18,0.009859951014256107,0
creator,image,photography,reels feed,15923,8,120,1,0,16,426,9,19,74,0.040758651007975884,0
creator,image,travel,explore,31095,4,110,1,0,14,989,32,53,161,0.04933269014310983,0
brand,reel,food,profile,9696,7,110,0,0,3,69,3,3,10,0.010726072607260726,0
brand,carousel,comedy,explore,5824,10,122,0,0,5,16,0,0,3,0.0037774725274725275,0
creator,image,technology,reels feed,3447,5,140,1,0,1,70,0,5,12,0.031621700029010734,0
creator,reel,fitness,profile,15923,13,119,0,0,11,679,24,44,91,0.06537712742573636,0
creator,reel,photography,explore,4972,8,113,0,0,15,181,8,2,0,0.04082864038616251,0
creator,carousel,music,reels feed,13798,7,123,0,0,6,111,3,5,17,0.012030729091172634,0
brand,reel,travel,reels feed,6916,7,124,0,0,16,302,10,9,38,0.0614517061885483,0
creator,carousel,beauty,profile,3447,9,111,1,0,13,681,19,36,98,0.2967798085291558,1
brand,carousel,fitness,hashtags,13798,6,140,0,0,8,471,20,18,72,0.05138425858820119,0
creator,carousel,comedy,explore,6916,9,120,0,0,12,155,5,7,32,0.03614806246385194,0
creator,carousel,music,reels feed,3551,13,123,0,0,17,0,5,9,35,0.030132357082511968,0
creator,image,comedy,external,3083,10,126,0,0,11,267,7,10,0,0.10087577035355173,0
creator,carousel,fitness,external,31095,6,114,0,0,12,207,6,10,37,0.010387522109663934,0
creator,image,photography,explore,3447,5,127,0,0,15,142,0,5,27,0.061212648680011604,0
creator,image,music,home feed,8167,6,112,0,0,16,192,9,11,0,0.029753887596424635,0
brand,image,comedy,hashtags,9696,9,115,1,0,19,335,9,18,58,0.05393976897689769,0
creator,carousel,beauty,reels feed,10739,8,133,0,0,20,166,3,12,24,0.023838346214731354,0
brand,reel,food,home feed,10018,8,135,1,0,23,153,10,8,26,0.02485526053104412,0
brand,reel,fashion,external,13798,5,105,0,0,10,171,7,7,26,0.01869836208146108,0
creator,reel,food,external,31095,10,125,1,0,4,0,5,8,36,0.003408908184595594,0
brand,image,fitness,profile,4972,5,105,0,0,14,107,1,2,18,0.030370072405470634,0
creator,reel,travel,home feed,9696,10,115,0,0,0,265,12,17,38,0.0429042904290429,0
creator,image,fashion,profile,3551,6,122,0,0,16,516,14,23,87,0.22162771050408336,1
creator,reel,technology,home feed,5824,6,130,0,0,17,227,9,15,39,0.06318681318681318,0
brand,image,beauty,explore,4542,12,109,0,0,8,236,11,7,38,0.0781594011448701,0
brand,image,technology,external,3551,12,141,1,0,16,372,7,17,48,0.15009856378484934,1
creator,image,music,hashtags,3083,6,143,1,0,2,538,18,24,93,0.2698670126500162,1
creator,reel,fashion,external,10739,10,115,0,0,7,167,5,6,25,0.022814042275817115,0
creator,carousel,technology,profile,10018,7,91,0,0,10,45,0,1,4,0.005589938111399481,0
creator,image,technology,home feed,9044,10,135,0,0,16,86,0,4,12,0.013489606368863335,0
creator,image,comedy,external,9044,10,131,0,0,15,29,0,0,0,0.003206545776205219,0
brand,carousel,food,home feed,7486,12,130,0,0,19,238,9,9,0,0.037803900614480364,0
creator,image,comedy,profile,8167,10,112,0,0,23,0,7,12,23,0.011754622260315905,0
creator,image,fashion,reels feed,13798,14,110,0,0,13,46,4,4,7,0.005797941730685607,0
creator,carousel,fashion,hashtags,6916,11,101,1,0,21,163,4,6,27,0.03513591671486408,0
creator,image,fitness,external,4542,7,118,1,0,21,954,25,65,138,0.32474680757375607,1
creator,image,comedy,external,13798,7,126,1,0,16,817,25,39,126,0.08957819973909262,0
creator,carousel,lifestyle,reels feed,15923,7,119,1,0,6,144,6,3,21,0.01300006280223576,0
brand,carousel,food,profile,10034,9,124,0,0,10,322,12,15,53,0.04953159258521028,0
brand,image,fashion,external,3551,8,95,1,0,16,75,1,3,15,0.032666854407209234,0
creator,image,fitness,hashtags,3083,12,126,0,0,12,87,2,5,14,0.04346415828738242,0
creator,reel,comedy,hashtags,5824,6,129,0,0,18,205,9,9,29,0.052884615384615384,0
creator,image,food,explore,15986,10,109,0,0,16,260,13,5,29,0.022457150006255474,0
brand,carousel,comedy,hashtags,4542,10,107,0,0,10,73,4,2,12,0.02443857331571995,0
creator,image,technology,external,6916,5,122,0,0,23,302,10,18,41,0.06622325043377675,0
brand,carousel,fitness,explore,7486,10,116,1,0,3,138,6,10,17,0.028586695164306706,0
brand,reel,food,external,22291,10,149,1,0,15,91,3,7,0,0.005293616257682473,0
creator,carousel,photography,explore,10739,11,114,0,0,20,103,1,9,14,0.014898966384207096,0
brand,reel,music,home feed,10739,9,120,1,0,0,954,24,45,126,0.12934165192289784,0
brand,carousel,music,reels feed,10034,7,110,0,0,12,80,2,7,10,0.01245764401036476,0
creator,carousel,food,profile,3447,8,118,0,0,16,302,8,11,41,0.12561647809689586,0
creator,image,comedy,explore,15986,6,112,0,0,14,111,5,7,15,0.010759414487676717,0
brand,image,fitness,explore,9696,11,118,0,0,9,192,11,9,32,0.03145627062706271,0
creator,reel,music,explore,5824,9,119,1,0,0,256,5,12,32,0.06284340659340659,0
creator,carousel,fitness,home feed,9461,12,128,1,0,14,225,6,10,42,0.037099672339076205,0
creator,image,music,profile,31095,8,116,1,0,10,228,5,11,27,0.010451841132014793,0
creator,image,technology,profile,15923,6,128,0,0,12,119,7,3,17,0.011053193493688376,0
brand,reel,comedy,profile,3551,4,127,0,0,2,365,8,22,42,0.14953534215713885,1
creator,image,technology,explore,5824,5,118,0,0,21,118,3,7,8,0.027644230769230768,0
brand,carousel,music,reels feed,4972,11,129,0,0,20,169,10,5,29,0.052695092518101366,0
creator,reel,photography,home feed,4972,16,120,1,0,15,621,14,34,101,0.1916733708769107,1
brand,reel,photography,explore,10034,5,102,0,0,13,796,18,27,135,0.11789914291409209,0
creator,reel,technology,profile,3447,14,122,0,0,10,201,0,11,24,0.08181026979982593,0
creator,reel,photography,reels feed,13798,11,124,0,0,9,190,3,11,30,0.020945064502101755,0
creator,image,music,explore,3551,4,107,0,0,12,935,23,52,127,0.3917206420726556,1
brand,carousel,food,hashtags,4542,13,107,0,0,6,104,2,5,11,0.03192426243945398,0
creator,carousel,technology,explore,3447,4,127,1,0,16,365,9,27,71,0.17580504786771106,1
brand,reel,travel,reels feed,3551,9,136,1,0,23,296,8,13,34,0.1179949310053506,0
creator,carousel,comedy,profile,10018,7,122,1,0,15,113,3,5,24,0.018167298862048313,0
creator,carousel,photography,external,5824,6,105,0,0,4,134,4,6,22,0.03502747252747253,0
